ENSG_ID	c_12h_rep2	c_12h_rep1	c_24h_rep2	c_24h_rep1	t_12h_rep1	t_12h_rep2	t_24h_rep1	t_24h_rep2
ENSG00000218739	6.093800816	6.03593342	6.223126786	6.38624566	6.136313594	6.132272113	6.271395278	6.276244446
ENSG00000218868	3.089070709	3.153832853	3.070741698	3.105668164	3.159838758	2.980235501	2.931240688	3.15247942
ENSG00000218891	7.121231572	6.857391566	6.890911598	6.794214526	7.024246067	7.037806888	6.709277768	6.606125069
ENSG00000218896	4.284687034	4.436904355	4.402079338	4.34464632	4.192214626	4.222870185	4.606591102	4.365829906
ENSG00000219016	5.213757738	5.037802798	5.147239886	5.388783703	5.198995502	5.318234048	4.982497094	5.173746545
ENSG00000219073	6.321701984	6.250475543	6.150828486	6.343083901	6.365066745	6.582002508	6.297892738	6.235339937
ENSG00000219088	3.329911078	3.456588723	3.36505047	3.445005368	3.271513077	3.394951345	3.214300571	2.960632598
ENSG00000219159	5.131049088	5.163158579	5.041726598	5.112336769	5.274278156	5.152546327	5.234165132	4.810486671
ENSG00000219374	4.130599175	4.39285168	3.971497787	3.768730891	4.006887254	3.797587662	3.813914945	4.09891341
ENSG00000219410	6.568233977	6.357247886	6.635766111	6.442578823	6.510488021	6.229083501	6.473207929	6.257562996
ENSG00000219438	4.266907829	4.025024279	3.853563037	3.935482132	3.978730029	3.958509895	3.700176944	3.869135378
ENSG00000219481	7.762577867	7.648921693	7.432906128	7.539245378	8.12164063	8.150829793	8.180492171	8.030764463
ENSG00000219545	6.325661359	6.079109855	6.315406865	6.515650044	6.2969083	6.291405027	5.962488594	6.101914824
ENSG00000219565	4.362201421	4.089667794	4.27956847	4.441440196	4.556832549	4.604120197	4.593787477	4.424304066
ENSG00000219665	5.812473713	5.864735623	5.685593631	5.958303139	5.784670952	5.864900289	5.748581876	5.690932049
ENSG00000219891	4.412294649	4.238017253	4.460737612	4.369072098	4.172188018	4.563439056	4.64048877	4.352822263
ENSG00000219941	4.125333336	4.335122644	4.485923877	4.34529331	4.347697671	4.496451394	4.409386951	4.298880946
ENSG00000220008	6.701032427	6.620655436	6.804866588	6.669299442	6.766811663	6.678469686	6.644661648	6.591383776
ENSG00000220069	2.651645781	2.808596406	2.90818384	2.829750295	2.479604185	2.609078834	2.547648294	2.570854741
ENSG00000220110	2.981565579	2.857823115	2.817458056	2.975838393	3.018052916	2.882418789	2.921136971	2.731649534
ENSG00000220201	6.035501846	6.04685464	6.137075367	6.049225725	6.188405627	6.062538283	6.016635022	6.224837946
ENSG00000220506	2.978169654	2.726155602	2.607534131	2.614288451	2.715264805	2.477432042	2.374231788	2.407078776
ENSG00000220541	3.334429734	3.12250652	2.97677413	3.20314114	3.320385458	3.434653222	3.317252826	3.249095064
ENSG00000220758	2.778665017	2.944596291	2.901005337	2.81643318	3.027096567	2.765980731	2.815226493	2.795974408
ENSG00000220773	6.338788085	6.505137519	6.238855556	6.257815123	6.275337185	6.258287331	6.064536601	6.223165207
ENSG00000220785	4.190769652	4.425107166	4.324074925	4.377665282	4.365175937	4.365720406	4.521194227	4.292036931
ENSG00000220891	2.995103793	2.998615861	3.088114448	3.07429318	2.871781384	2.978946147	2.858280716	2.797843561
ENSG00000221813	3.045179829	2.937188514	3.012929411	2.971632511	2.755424411	2.961353701	2.70567883	2.958175018
ENSG00000221817	4.41129962	4.37498591	4.383064333	4.221278563	4.022090814	3.990378682	4.126711229	4.189043796
ENSG00000221818	3.030805178	2.828506682	2.897692942	2.815771996	2.944548258	2.863772589	2.86765288	2.810787342
ENSG00000221819	3.532283448	3.374358736	3.472956921	3.52526675	3.407247443	3.589058795	3.705040244	3.494203325
ENSG00000221821	7.381291896	7.296968358	7.188742703	7.164154621	7.314457472	7.205186755	6.939424836	7.011317321
ENSG00000221826	2.825877449	2.816022895	2.654633279	2.61376133	2.410737939	2.573946167	2.440178091	2.417267346
ENSG00000221829	7.860062161	7.963797145	7.952203549	7.965113562	8.057660974	8.06897314	8.064332571	8.007843386
ENSG00000221838	7.070338285	6.857507989	6.999783906	6.822739219	6.816050995	6.697054791	6.917005519	7.024791653
ENSG00000221843	4.683651625	4.702472013	4.690700196	4.622307005	4.478442987	4.608738209	4.752716211	4.389427981
ENSG00000221852	3.489990112	3.879896972	3.750422945	3.452950191	3.45760904	3.436783137	3.270413631	3.450634032
ENSG00000221866	4.143808213	4.13939628	4.044073324	4.105551095	4.261806112	4.206691869	4.339386897	4.422076888
ENSG00000221869	8.644133492	8.55671004	8.218979468	8.194820895	7.997244848	8.069202407	7.776121864	7.949043082
ENSG00000221870	3.038071751	3.49266014	3.087139568	3.059843229	3.120129505	3.359815628	3.106790446	3.260109962
ENSG00000221880	2.976556977	3.060097083	2.88299103	2.854963472	3.045027191	2.961391243	2.964845889	3.030185833
ENSG00000221882	3.17318221	3.049100416	3.286308906	3.179202505	3.206859103	3.157782388	3.235388269	3.25107887
ENSG00000221883	3.475896609	3.476061758	3.486103167	3.814812892	3.030915883	2.768916367	2.922887074	3.332806354
ENSG00000221886	6.699159147	6.703781995	6.881142972	6.983152673	6.622090453	6.588862959	6.743518507	6.8984501
ENSG00000221888	3.359748848	3.733645834	3.939166035	3.489624056	3.54172784	3.210659242	3.830489327	3.655656501
ENSG00000221890	6.173492014	5.972544826	5.834557196	6.007141736	5.760802927	6.042483659	5.575189567	5.820931068
ENSG00000221900	5.603924349	5.63503557	5.654542445	5.250376962	5.548367917	5.575649406	5.25944258	5.153683245
ENSG00000221909	3.907407358	3.786775345	3.619188245	3.868320734	3.674168628	3.77178244	3.808080001	3.743378528
ENSG00000221910	2.963651523	2.95060702	2.729096663	2.584356593	2.777432754	2.763629575	2.577032198	2.765457089
ENSG00000221914	6.778310615	6.843556227	6.78430574	6.8086864	6.98983623	6.906149824	6.905309732	6.969479551
ENSG00000221916	4.939799991	4.830440894	4.656128644	4.979165896	5.181563013	5.16888015	5.035691853	5.074381291
ENSG00000221923	4.521900513	4.490075515	4.599697436	4.643563219	4.793990064	4.520633433	4.4080645	4.48239454
ENSG00000221930	6.78494257	6.735484839	7.042086305	6.910447307	6.739257833	6.755922893	6.675165421	6.76834831
ENSG00000221937	2.694838146	2.678311865	2.579695468	2.653251828	2.75942651	2.654408774	2.660558227	2.694043168
ENSG00000221944	6.723194646	6.578439662	6.508912971	6.732057628	6.889576563	6.931821242	6.887642839	6.912392198
ENSG00000221946	4.663261182	4.548629993	4.370584306	4.501632755	4.791956474	4.543000935	4.86636615	5.17151593
ENSG00000221949	3.110797549	3.028939626	3.108495195	2.900506355	3.290058415	3.210611192	3.067329645	2.785564444
ENSG00000221955	5.484047348	5.36860236	5.514684948	5.587040984	5.576021413	5.771719966	5.426799352	5.52252874
ENSG00000221963	3.628785464	3.481310577	3.553586268	3.56561765	3.44629655	3.428886975	3.61769515	3.539227
ENSG00000221968	7.162927395	7.132268116	6.780201607	6.959589889	7.236576394	7.181906165	7.080652876	7.15546415
ENSG00000221972	3.845507348	3.677187227	3.931641456	3.78811819	3.778869974	3.91790646	4.037780822	3.806131166
ENSG00000221978	6.57401415	6.601628386	6.49102023	6.586345998	6.540795389	6.515763774	6.656802243	6.691148541
ENSG00000221983	12.41713465	12.46730752	12.36505838	12.42684356	12.42590522	12.39178434	12.37590855	12.48816764
ENSG00000221990	5.896989841	5.711900552	5.505934312	5.68671779	5.794658009	5.653250164	5.275566341	5.571501293
ENSG00000221994	6.275068639	6.127803243	6.208948046	6.28689926	5.801959548	5.865504501	5.799866207	5.57068831
ENSG00000222001	5.129373646	5.13012269	5.359740104	5.135042992	5.214392493	5.196227653	5.206699159	4.869538336
ENSG00000222004	3.474424636	3.610272815	3.858873019	3.523855657	3.676372293	3.531155427	3.521482111	3.423946599
ENSG00000222009	3.381626539	3.593862666	2.943838433	3.266360512	3.318672503	3.284225457	3.150004207	3.174361379
ENSG00000222011	3.472555974	3.832468321	4.597606011	4.463487984	4.126780276	4.198336314	3.97269451	5.283178533
ENSG00000222017	2.922887074	2.959459841	2.855633677	2.930737601	2.818769114	2.962898422	2.791773859	2.755216718
ENSG00000222020	4.136796164	4.074915261	4.029525786	3.759649888	4.016558729	3.970073885	3.880530877	4.189905685
ENSG00000222035	3.657869744	3.540839868	3.766122745	3.697701122	3.63427753	3.532057672	3.512024758	3.745533636
ENSG00000222040	4.497070522	4.934490167	4.365623606	4.916874934	4.893371691	4.863147968	4.713357066	4.732984784
ENSG00000222043	5.404268389	5.440649348	5.333188647	5.027899563	4.644568025	5.074861732	4.909921515	4.79050117
ENSG00000222044	4.843283971	4.900780456	4.800382977	4.881269029	4.588192342	4.726283907	4.807790281	4.606323439
ENSG00000222046	5.581564604	5.497200532	5.642116331	5.511241607	5.667467404	5.610332137	5.523258804	5.786777838
ENSG00000222047	2.892165302	2.952259469	2.947906833	2.847195634	3.023354481	2.91110973	2.963141512	3.074686027
ENSG00000222448	3.841050915	4.319816036	4.199333565	4.0712433	3.930275301	3.901307446	4.337469665	3.923222379
ENSG00000223350	3.163508985	3.355833713	3.021034047	3.130308276	3.223198431	3.151131645	3.24935064	3.14977956
ENSG00000223380	8.198692353	8.241704385	8.536328023	8.428287101	8.179584588	8.212729167	8.250912941	8.424837517
ENSG00000223392	3.068586614	3.412477985	3.218298276	3.231438755	3.018571982	3.249073493	3.388756165	3.132588153
ENSG00000223393	3.284941268	3.283947261	3.373248586	3.123175224	3.371074932	3.39733117	3.309950608	3.421480996
ENSG00000223403	3.186347481	3.265042242	3.138365369	3.265042242	3.318241287	3.333099764	3.194952751	3.432759069
ENSG00000223442	2.644511126	2.852766659	3.260852257	3.135761401	2.907503492	2.691672624	3.102289606	2.926873277
ENSG00000223477	3.199707147	3.302975707	3.605677812	3.381764537	3.243265305	3.489464775	3.391498033	3.341683873
ENSG00000223478	8.706388376	8.678562576	8.697051831	8.83403519	8.599710073	8.535141616	8.520561667	8.612627486
ENSG00000223492	3.651618619	3.597967603	3.584707968	3.618587479	3.491323474	3.438202608	3.6643701	3.272630552
ENSG00000223496	8.27029229	8.090617955	8.032342954	8.043559969	8.436448424	8.461739429	8.245917062	8.234510804
ENSG00000223501	9.23769282	9.015749953	9.02182181	8.858348711	9.074952885	9.111121705	8.987067453	8.872006586
ENSG00000223518	2.621893514	2.57263511	2.604614793	2.407753984	2.6207337	2.538067386	2.537634351	2.615225673
ENSG00000223522	3.265708522	3.149981145	3.147138779	3.10012018	3.145806737	3.124677173	2.951997183	2.829401689
ENSG00000223546	2.830971566	2.91704704	2.874175213	2.795341193	2.821968176	2.969044842	2.96031048	2.860606954
ENSG00000223547	3.361066266	3.232329805	3.323704711	3.235115489	3.319949563	3.312594012	3.367545506	3.125827911
ENSG00000223561	3.629583025	3.646408632	3.60300804	3.641429096	3.623986439	3.662365015	3.623986439	3.579106204
ENSG00000223573	6.01053335	6.130208167	5.951056362	5.91410211	6.324654382	6.26306368	6.007421785	6.258022195
ENSG00000223587	2.600924043	2.45736998	2.67164132	2.970935124	2.696234812	2.440431942	2.404735513	2.485196354
ENSG00000223609	3.801302864	4.058305457	3.755562035	3.751552927	3.927352458	3.888667319	3.729073817	3.656411629
ENSG00000223631	3.652089495	3.553970733	3.635927171	3.27319321	3.508635115	3.15496079	3.793895706	3.424811847
ENSG00000223635	4.71339413	5.333500382	4.829247839	4.561182543	4.698024548	4.490778344	4.565364378	4.46728378
ENSG00000223646	2.586448441	2.689925901	2.547360316	2.76334454	2.59533224	2.542283812	2.506920856	2.781271996
ENSG00000223658	5.383127464	5.436846127	5.243359739	5.668185576	5.496628991	5.341989945	5.566948217	5.690638416
ENSG00000223677	3.030733729	3.393675534	3.272824874	3.196109904	3.200760098	3.194328125	3.099298735	3.083414275
ENSG00000223705	6.454146895	6.687246021	6.472540372	6.622809959	6.570752633	6.566142625	6.460972522	6.746799066
ENSG00000223711	2.966389639	2.520764742	2.966389639	2.991273235	2.694320185	2.988000361	3.581318195	2.594704308
ENSG00000223715	4.520115456	4.333821272	4.393751633	4.097108425	4.482443063	4.572505519	4.565793566	4.171568103
ENSG00000223745	6.059864023	6.338179489	5.877271508	6.063613044	5.755021343	5.867574556	5.870916646	5.790480498
ENSG00000223749	5.125600449	5.261097837	5.140691247	5.167543974	5.447821827	5.382678446	5.564929162	5.431791933
ENSG00000223750	3.788880484	3.556834265	3.848753305	3.822478201	3.731668416	3.944019305	3.791541238	3.824607188
ENSG00000223764	5.601489332	5.703240696	5.426485356	5.462646651	5.317611824	5.24108493	5.327727187	5.080701522
ENSG00000223768	6.056949075	6.060907637	5.946931703	6.123876248	6.026727972	5.908523912	6.006695559	6.021039496
ENSG00000223773	5.852524328	5.890403176	5.71227618	5.79910452	5.911248383	5.968426869	5.515883735	5.838531447
ENSG00000223776	4.860884087	5.163316021	5.160905414	4.963197126	4.818182433	4.719054512	4.693141646	4.942700716
ENSG00000223784	4.160050874	4.037780822	4.556626888	4.235633189	4.281870294	4.13842391	4.132363479	4.410286365
ENSG00000223786	3.123690171	3.312865292	3.260945129	3.304361332	3.309710507	3.181545989	3.133863352	3.107586201
ENSG00000223799	3.331832501	3.221230897	3.322920545	3.383472726	3.271604108	3.333747293	3.400406139	3.43516347
ENSG00000223813	2.974449712	3.493856499	3.322986335	2.832432093	3.112859808	3.108518704	3.326276906	3.094122067
ENSG00000223823	3.654746091	3.784778741	3.903322112	3.74582407	3.599659711	3.723018042	3.89272873	3.967796212
ENSG00000223842	2.929039508	2.979462446	3.075264459	2.746182057	3.080816793	2.866916446	2.813874501	2.551523599
ENSG00000223850	3.535592427	3.537642465	3.517443874	3.652583953	3.611886587	3.405455482	3.483263197	3.415417008
ENSG00000223865	4.604269698	4.329905899	4.125825971	4.339716983	3.45353118	4.169717186	3.680889709	4.397867721
ENSG00000223891	3.720157887	3.634502872	3.823822765	3.805939929	3.453156516	3.36474151	3.628909966	3.682967313
ENSG00000223904	4.569879985	4.624167075	4.394672533	4.560228877	4.622641274	4.632292382	4.702782254	4.437975027
ENSG00000223907	4.014353861	4.142978653	4.138150542	4.096879454	4.003487876	3.906538596	4.355216832	4.001500157
ENSG00000223910	2.689147827	2.748155024	2.753864411	2.587699315	2.741361833	2.859764017	2.70090236	2.897594757
ENSG00000223949	2.528821995	2.649693004	2.537037323	2.411627923	2.614371385	2.506853973	2.49440339	2.32045874
ENSG00000223959	5.82299821	6.002974698	5.862748509	5.953660656	5.956692915	5.893650681	5.969633312	5.974540979
ENSG00000223960	3.614718334	3.499144532	3.532064084	3.578253598	3.417194526	3.500024837	3.573255395	3.945186879
ENSG00000223975	4.543741195	4.821741844	4.35194363	4.392941146	4.521269951	4.615139248	4.456207147	4.563771119
ENSG00000223985	3.930964939	3.837389989	3.820987231	3.683901537	3.72089764	3.836140168	3.85808354	3.689176662
ENSG00000224017	2.604397823	2.863435173	2.733981683	2.864320177	2.731046252	2.748162041	2.892227533	2.882345517
ENSG00000224023	3.063120164	3.304833922	3.068530534	3.051953596	2.893613446	2.936465584	2.966103383	2.977612271
ENSG00000224032	7.781980086	7.903176509	7.856372251	7.847340513	7.837774241	7.770949227	7.658857168	7.835321199
ENSG00000224046	5.502977889	5.520479191	5.488984147	5.501390042	5.465753352	5.307559203	5.490336936	5.383607083
ENSG00000224051	7.059661154	7.040502082	6.885099313	6.846157772	7.142266509	7.167653626	6.892566352	7.049332109
ENSG00000224074	2.848154259	2.819086004	3.004690691	2.576869753	2.844712339	2.913963358	2.763428055	2.854626155
ENSG00000224078	2.745217516	2.737228442	2.670416832	2.598533985	2.623893469	2.741545734	2.583402686	2.676753437
ENSG00000224081	3.601415737	3.531552012	3.730120671	3.449421005	3.345978638	3.416416139	3.555556417	3.730860962
ENSG00000224086	4.308415983	4.545671961	4.600185332	4.427495301	4.315547884	4.175334783	4.393069301	4.212097004
ENSG00000224090	3.754284579	3.673016269	4.068394213	3.813748861	3.71604522	3.745090661	4.217853073	3.881408825
ENSG00000224100	4.869344515	5.020341308	5.126443422	4.988922784	5.008384162	5.149103394	4.952451794	5.017897689
ENSG00000224113	5.83490867	5.744214804	5.830831167	5.805767775	5.580835966	5.69160888	5.605151979	5.697577962
ENSG00000224116	2.970191417	3.050453275	3.003818876	3.065784517	3.022523428	3.007224346	3.034669299	2.988051761
ENSG00000224127	3.191121753	3.293891248	3.149922045	3.107661313	3.288096101	3.449194432	3.134880597	2.838470708
ENSG00000224137	2.84827096	2.797553959	2.689786941	2.56877449	2.614371385	2.9379861	2.82922746	2.774238661
ENSG00000224141	3.468383276	2.500939078	3.225279333	3.371629405	2.669394256	3.026114398	3.476374143	3.332806354
ENSG00000224152	6.572608259	6.156693778	6.353643422	6.590781126	6.04335652	6.245270339	6.219269967	6.310115294
ENSG00000224165	3.421223927	3.877229626	3.590545375	3.335489119	3.428339446	3.343350837	3.249109229	3.560977376
ENSG00000224184	3.557034646	3.470160186	3.636320289	3.577158796	3.583861544	3.527101587	3.514140663	3.547073459
ENSG00000224186	5.93494676	5.794057647	6.067506668	5.676272021	5.94847555	5.859938861	5.911844065	5.888703043
ENSG00000224189	4.471200845	4.578404683	4.512573019	4.480086786	4.375633203	4.44063231	4.224831397	4.317806742
ENSG00000224190	3.967813141	4.265656997	4.153787708	4.214294758	4.131968246	4.220908001	4.00681125	3.893359431
ENSG00000224204	3.282604535	3.434634491	3.382048161	3.254450356	3.455867722	3.198510437	4.052015157	3.38938239
ENSG00000224208	9.319792313	9.142940386	9.182526543	9.387247402	9.232548612	9.293236395	9.115832397	9.108808147
ENSG00000224223	2.600924043	2.609424319	2.656206315	2.732817848	2.749064944	2.569624545	2.778655858	2.55039104
ENSG00000224259	2.682756859	3.167534683	2.755665554	2.702215015	2.717755781	2.903616386	2.985146551	2.691336555
ENSG00000224271	4.103753764	4.517463585	4.459901756	4.506847689	4.412783482	3.838234786	4.381329706	4.188884914
ENSG00000224272	2.808226417	2.722203445	2.69919256	2.932554025	2.807732832	2.850870531	3.134932636	3.043836608
ENSG00000224281	4.559890496	4.796044963	4.574630083	4.62447886	4.578514746	4.757687201	4.530556435	4.259979497
ENSG00000224286	4.007404503	3.774476909	3.959340371	3.912891877	3.97632129	4.052176048	4.042617137	3.627451048
ENSG00000224318	5.184151631	5.295051907	5.051121956	5.179639223	5.069209433	5.185805602	5.24796227	4.662564246
ENSG00000224358	4.721900289	4.186919817	4.681144258	4.713870786	4.831162634	4.596207101	5.023331276	4.967962002
ENSG00000224376	6.329485104	6.807482439	6.622034306	6.453405327	6.475426519	6.367145085	6.355845496	6.460371417
ENSG00000224382	2.747146083	3.228948189	3.159800698	2.759778558	3.084460419	2.951874236	2.79173075	2.728484244
ENSG00000224383	6.041859607	6.02472894	5.704609937	5.799042706	5.909522889	5.722879042	5.863500444	5.946642372
ENSG00000224397	4.643263757	4.402307677	4.121070794	4.183106223	4.6461483	4.317804619	4.467611284	4.488740439
ENSG00000224405	3.620305827	3.664210964	3.502112503	3.472521388	3.68396868	3.578420994	3.496753578	3.72249711
ENSG00000224406	2.468703326	2.565121237	2.56091182	2.312269041	2.434109268	2.437016676	2.409367351	2.218046614
ENSG00000224418	3.136625433	2.897610551	3.040117083	3.038003462	2.894362285	3.197040399	3.130751349	3.093198124
ENSG00000224419	5.764061415	5.532357728	5.725452643	5.692586084	5.688691756	5.610811968	5.73470635	5.60514471
ENSG00000224420	5.580872696	6.089693784	5.79756432	5.888140591	6.0068195	5.584445549	6.048462844	6.065113781
ENSG00000224441	4.884235574	4.749153213	4.558270153	4.678378302	4.814173083	4.576375042	4.657203102	4.727590719
ENSG00000224481	3.531884533	3.806462961	3.208469742	3.556986799	3.478356125	2.822274407	3.281737379	3.559225832
ENSG00000224504	3.050660017	3.428685248	3.417307728	3.321759452	3.274135104	3.276809815	3.208928508	3.131526606
ENSG00000224514	3.116346903	3.374100185	3.136490688	3.280885415	3.521754162	3.336514363	3.357436857	3.100201205
ENSG00000224531	5.885629608	5.880010094	6.017296394	6.09332036	6.285597341	6.316121367	6.459142324	6.494695397
ENSG00000224557	3.546697366	3.195551396	3.742592468	3.170822453	3.084460419	3.286739297	2.812569644	2.930737601
ENSG00000224559	3.431722763	3.718347844	4.043203413	4.362495957	3.63908354	3.673243969	4.129763123	3.932615557
ENSG00000224582	4.935323912	4.929913808	5.09320421	4.966505285	4.647300588	5.097321285	5.018230644	4.693254836
ENSG00000224586	3.15402469	3.20257149	3.250497819	3.09581766	3.152865939	3.176531461	3.198282402	3.313939971
ENSG00000224596	3.737336399	3.944431514	3.865756195	3.431457675	3.906876937	3.650003876	3.603271449	3.553756381
ENSG00000224597	4.861880644	4.751298467	4.61296825	4.479477128	4.755564526	4.607943591	4.671614411	4.636063726
ENSG00000224635	3.741666385	3.781849536	3.684560413	3.665040006	3.780103196	3.781442473	3.902755025	3.59869873
ENSG00000224660	4.64659537	4.895742264	4.87947387	4.86014767	4.730391552	4.556656551	4.40650421	4.47218972
ENSG00000224699	5.811892287	5.519887825	5.419436421	5.521312262	5.736738097	5.754225024	5.411341644	5.846825695
ENSG00000224702	4.580443492	4.42987902	4.410651766	4.146658412	4.355824183	4.481736359	4.221189673	4.11397494
ENSG00000224715	3.543097815	3.859277301	3.673414448	3.748637233	3.5086472	3.388494396	3.617467475	3.830953182
ENSG00000224718	3.092187483	3.431427709	3.422027471	3.521754865	3.34817171	3.561235579	3.424623651	3.080231555
ENSG00000224729	5.329831934	5.484111612	5.390106804	4.982136207	5.227053108	5.126332376	5.227053108	4.764281639
ENSG00000224738	10.1537145	10.16175484	10.36175454	10.30570869	10.02421937	10.07625245	10.37710054	10.51761281
ENSG00000224743	2.760678603	2.816769941	2.821904637	2.856309256	2.742219316	2.796185887	2.76148359	2.899055613
ENSG00000224750	2.473258516	2.59719232	2.610378088	2.409002816	2.614371385	2.474253359	2.548081044	2.510448182
ENSG00000224788	2.429444467	2.656157918	2.546953373	2.770540883	2.757546603	2.556542531	2.574923687	2.60165369
ENSG00000224805	4.611376081	4.667441069	4.770184906	4.796249305	4.372497358	4.121124809	4.436028496	4.560815084
ENSG00000224812	4.421892557	4.469309573	4.191593668	4.165574538	4.137167014	4.554977908	4.253553289	4.464797441
ENSG00000224818	5.7879555	5.753151963	5.736154362	5.655441405	5.738352461	5.742904498	5.511970845	5.708614851
ENSG00000224832	2.558090647	2.450084015	2.465179745	2.225655416	2.570539446	2.472918771	2.588184563	2.533531111
ENSG00000224843	2.695900535	2.650723648	2.642180363	2.488121072	2.590088397	2.750205279	2.772217638	2.657820567
ENSG00000224846	3.304182251	3.779853615	3.323509269	3.47407279	3.589679472	3.458067585	3.626048988	3.475785304
ENSG00000224863	3.107710255	2.921309774	3.001247707	2.921655467	3.146265445	2.793779065	2.908517842	2.656606887
ENSG00000224870	6.618353926	6.933149913	6.797631864	6.817031347	6.649791591	6.72681765	6.825038103	7.050081611
ENSG00000224877	6.833228044	6.646081397	6.610450906	6.726268557	6.888992178	6.891131717	6.923243801	6.877302455
ENSG00000224897	2.522100621	2.633271538	2.50446649	2.448530465	2.534834974	2.497823081	2.395805145	2.948158344
ENSG00000224905	3.108380776	3.499338125	3.373921334	3.480462248	3.29976161	3.175016052	3.163516674	3.148321839
ENSG00000224911	5.212677155	5.05448742	4.808214515	4.806673931	5.113369383	5.217014991	4.793314707	5.243187456
ENSG00000224924	2.669061882	2.601084636	2.568725899	2.519993848	2.535934177	2.625212165	2.49440339	2.506109516
ENSG00000224930	4.025775762	4.289328493	4.197319261	3.908121012	4.294088583	4.016710898	4.15045326	3.663613814
ENSG00000224939	3.68831402	3.593719619	3.633045183	3.387998204	3.538623762	3.601555478	3.527790557	3.588551201
ENSG00000224950	3.195720091	3.331608663	3.334163138	3.310438535	3.131337798	3.1793896	3.314916858	3.454174271
ENSG00000224958	4.815319982	5.060862789	4.952689135	4.577447919	4.727264139	4.947900772	5.463937709	4.515507535
ENSG00000224973	2.568708571	2.684409356	2.664307576	2.656069223	2.632171907	2.625316837	2.716123473	2.675792612
ENSG00000224995	2.979386691	3.26804421	2.836913466	2.734596911	2.764773855	2.974015055	3.07984029	2.998560269
ENSG00000225028	4.056388516	4.289730684	4.088199216	4.202271523	4.130798191	4.130798191	4.059324859	4.110558567
ENSG00000225050	4.859661865	4.730720992	4.566371124	4.498366836	4.583911356	4.79232529	4.526665347	4.041815405
ENSG00000225057	3.470681654	3.900883931	3.762204574	3.405262122	3.614195274	3.827474813	3.455782122	3.506320142
ENSG00000225062	6.018606531	5.73800176	5.782075794	5.669693441	5.740234632	5.76959459	5.508969292	5.485801402
ENSG00000225063	2.525288624	2.69078583	2.409957655	2.721618635	2.428708281	2.764544427	2.575313916	2.678270732
ENSG00000225066	2.422715267	2.80419016	2.488406005	2.609291198	2.596932049	2.602753926	2.790739952	2.558585112
ENSG00000225077	3.365246026	3.720375216	3.429717412	3.400422017	3.380165301	3.42917026	3.400422017	3.457918502
ENSG00000225083	3.516247434	3.456314402	3.722988096	3.537420036	3.549826233	3.715012656	3.509225374	3.391694353
ENSG00000225084	3.514662041	3.409702716	3.311767054	3.525777775	3.531007863	3.400979265	3.435187629	3.463932731
ENSG00000225093	7.538883873	7.727749757	7.470075071	7.362410602	7.434657095	7.815278134	7.553078125	7.521036895
ENSG00000225135	4.031054013	4.103715955	4.150109022	4.230401854	4.21968407	4.172251562	4.157154287	3.976230677
ENSG00000225138	5.656620853	5.729263384	5.478412461	5.848833486	5.763208444	5.643537489	5.355093741	5.557756259
ENSG00000225140	4.481341335	4.509754477	4.420718096	4.467218285	4.403852328	4.149658366	4.436791562	4.467986283
ENSG00000225174	2.831929911	2.782895577	2.702086091	2.665747186	2.779428493	2.697891383	2.951414983	2.819896172
ENSG00000225190	6.920833841	7.071101053	6.887089593	6.848559246	6.62965436	6.695946675	6.820347399	6.766642226
ENSG00000225194	4.738686581	4.587735247	4.508459418	4.69642225	4.868009074	5.012769653	4.953239396	4.381458351
ENSG00000225196	4.008716145	3.905864172	4.013551034	4.103884951	3.933053246	3.935259611	3.859992024	4.178618167
ENSG00000225206	2.80525592	1.973773398	2.272925514	2.182461252	2.182461252	2.379322061	2.349479514	2.434435338
ENSG00000225265	4.972134344	4.838788896	4.943742131	4.873768774	4.491520628	4.525801735	4.608005177	4.41879534
ENSG00000225269	3.807324965	3.965267761	3.872664909	3.61938906	3.83257702	3.88717233	3.781442473	3.905965318
ENSG00000225285	5.337818857	5.302235772	5.208438655	5.283178533	5.194411921	5.088596241	5.174904421	5.263995375
ENSG00000225298	2.699979307	2.541286493	2.883663872	2.665213093	2.730198784	2.8225855	2.794533887	2.448502676
ENSG00000225335	4.704520425	4.333529999	4.241577297	4.38176937	4.386143006	4.33478366	4.260943711	4.374934935
ENSG00000225336	5.874296949	6.117263478	6.22502881	5.910358165	5.899724908	6.223405996	6.208124709	6.179560883
ENSG00000225361	4.196191908	4.274971349	4.200792997	4.452921289	4.080513625	4.239816295	4.031409294	4.313155823
ENSG00000225362	4.728383779	4.597606011	4.668567882	4.837292134	5.359111801	5.318189316	5.143333342	5.513483038
ENSG00000225383	3.450553183	3.607022207	3.791370784	3.597905751	3.43122453	3.614986152	3.720720353	3.734284889
ENSG00000225391	3.957772527	3.932906129	3.856048355	3.882720155	3.843399303	3.734435013	3.695057618	3.701678202
ENSG00000225399	3.546697366	3.644273933	3.575886556	3.546697366	3.363353001	3.69401898	3.739698649	3.413394943
ENSG00000225420	4.17882262	4.328144996	4.490369587	4.302493827	4.242412999	4.088732421	4.241335044	4.047070433
ENSG00000225434	5.468310866	5.305809652	5.231735701	5.289020275	5.272769822	5.518346434	5.350857819	5.339803252
ENSG00000225437	2.898237127	2.614910404	2.68874713	2.744406691	2.521288941	2.744237935	2.922887074	2.655753469
ENSG00000225439	3.399729928	3.48276319	3.338177091	3.39441273	3.509663281	3.277279436	3.44137805	3.713340325
